Age,Gender,Income,Occupation,Awareness,Purchase_Frequency,Environmental_Concern,Health_Concern,Social_Influence,Price_Sensitivity,Availability_Issue,Preferred_Category,Certification_Importance,Reviews_Importance,Brand_Story_Importance,UI_Expectation,Delivery_Expectation,Purchase_Intent
40,Male,High,Student,1,Frequently,4,3,4,5,3,Home Products,3,3,2,5,2,1.0
20,Female,Medium,Student,2,Frequently,4,3,1,4,1,Fashion,4,4,1,5,4,1.82625294014945
29,Female,Low,Working Professional,5,Frequently,3,5,2,4,1,Home Products,5,5,2,3,3,2.651767589625
43,Female,Low,Working Professional,1,Frequently,4,4,3,3,3,Home Products,5,4,1,3,2,3.010766667768777
33,Male,Low,Student,1,Occasionally,4,3,2,1,4,Food,2,4,3,4,4,2.816952075058821
36,Male,Medium,Student,3,Occasionally,5,5,2,4,4,Personal Care,2,3,2,3,3,3.2022391451329137
22,Male,Low,Student,5,Occasionally,5,4,3,2,1,Food,4,2,1,5,4,2.71728105043003
39,Male,Medium,Student,1,Occasionally,2,2,3,5,1,Home Products,4,5,1,3,4,1.0
42,Female,Medium,Student,3,Occasionally,5,2,2,1,2,Home Products,5,5,3,3,3,1.9845857523902388
31,Female,High,Student,4,Frequently,4,5,4,5,4,Food,4,5,3,4,5,3.6284675090355094
22,Female,Low,Student,5,Occasionally,2,4,2,1,1,Fashion,5,5,1,4,3,1.9850175418663702
32,Female,Low,Student,4,Occasionally,2,3,3,4,1,Fashion,4,2,1,5,4,1.465489317060678
34,Male,Low,Student,1,Occasionally,3,4,2,4,3,Personal Care,3,3,4,3,4,1.0
31,Female,High,Student,5,Occasionally,5,3,3,3,2,Fashion,3,2,4,3,3,2.501864901816499
37,Male,Medium,Student,3,Occasionally,2,5,4,1,4,Personal Care,5,4,2,3,2,1.7905702743466403
22,Female,Low,Student,1,Rarely,4,3,2,2,4,Home Products,3,3,2,4,2,1.5472807629417236
29,Male,Low,Student,5,Occasionally,2,5,4,4,2,Personal Care,3,2,4,5,2,1.4003712715644903
33,Male,Low,Student,5,Rarely,2,4,2,3,1,Personal Care,2,5,1,3,2,3.5156286924490807
43,Male,Low,Student,4,Rarely,3,4,2,4,4,Personal Care,4,5,3,3,3,1.9129350333275337
43,Other,High,Student,1,Occasionally,4,3,3,5,4,Fashion,2,3,2,3,5,1.0
33,Male,Medium,Student,3,Rarely,4,4,1,4,4,Personal Care,5,2,1,3,2,2.8696867435620126
38,Male,Medium,Student,3,Rarely,5,3,3,1,3,Home Products,2,3,3,5,4,4.962398989690154
24,Male,High,Student,1,Rarely,4,4,2,3,2,Fashion,5,5,3,5,2,1.2957640724236898
21,Female,Low,Student,1,Rarely,2,2,1,1,4,Food,3,2,1,5,5,1.0
18,Female,Medium,Working Professional,2,Occasionally,4,3,1,2,2,Personal Care,2,5,1,4,3,1.261706450361216
22,Female,High,Student,4,Occasionally,4,5,4,2,1,Food,3,3,2,3,5,3.6620284355962163
40,Male,Medium,Student,1,Frequently,2,2,2,4,2,Fashion,4,3,4,3,5,1.4553716055126624
43,Female,Medium,Working Professional,1,Rarely,3,5,3,3,3,Home Products,3,3,1,3,5,1.5536219730462968
27,Male,Low,Student,2,Rarely,5,4,1,3,3,Home Products,4,3,4,3,2,1.8616328423890276
39,Female,Low,Student,2,Rarely,5,2,1,3,2,Food,3,3,2,5,2,2.4339602215589897
22,Female,Low,Working Professional,5,Occasionally,3,4,3,3,3,Home Products,2,4,4,4,5,3.3396700330628226
21,Male,Medium,Working Professional,1,Occasionally,2,3,3,4,4,Food,2,3,4,4,3,2.8540424668685818
19,Male,Medium,Student,4,Frequently,5,5,1,1,3,Home Products,3,3,3,3,2,2.917466778471747
37,Male,High,Student,5,Occasionally,3,4,3,4,1,Home Products,5,5,2,5,3,3.252335683074265
27,Male,Medium,Student,1,Occasionally,3,5,4,1,2,Food,5,3,1,4,2,2.1057819856505664
43,Male,High,Student,2,Occasionally,3,5,1,5,2,Home Products,4,2,4,4,3,1.0
36,Female,High,Student,3,Frequently,5,4,4,5,1,Home Products,4,3,2,3,2,3.7222046321218096
43,Male,Low,Student,5,Rarely,5,3,2,1,1,Personal Care,3,4,3,4,5,3.6974803436271655
18,Male,Medium,Student,3,Rarely,5,5,4,5,1,Food,2,3,3,3,4,3.206804058422642
41,Male,Low,Working Professional,2,Occasionally,5,4,3,2,1,Personal Care,4,5,4,5,4,3.44631751656272
22,Male,Medium,Working Professional,5,Occasionally,4,3,1,4,4,Home Products,3,2,4,3,3,3.096056209046104
30,Female,High,Student,5,Frequently,3,4,4,2,3,Fashion,4,2,1,4,3,1.8330074301451957
21,Male,Low,Working Professional,3,Occasionally,4,3,3,4,3,Personal Care,2,3,2,3,5,2.574678740833673
33,Female,Medium,Student,2,Rarely,3,5,3,3,4,Home Products,4,3,1,3,5,2.3966305587001493
41,Female,Medium,Working Professional,1,Frequently,5,2,4,3,1,Home Products,3,3,1,3,3,1.0
33,Female,Medium,Student,5,Frequently,5,4,1,5,2,Personal Care,4,3,3,3,4,4.466037246897548
40,Female,Medium,Student,1,Rarely,4,5,4,5,2,Fashion,5,5,2,3,5,1.1226754841298212
19,Male,Medium,Student,2,Frequently,2,4,2,1,2,Personal Care,4,5,1,3,3,2.795567613613335
34,Other,Low,Student,5,Rarely,5,4,4,2,1,Home Products,2,2,3,4,5,3.06399971790493
44,Male,Low,Student,5,Rarely,2,3,4,3,4,Fashion,2,3,4,3,5,1.566788546466183
37,Male,Low,Working Professional,1,Frequently,3,4,1,4,4,Home Products,2,5,1,4,2,1.1210780918714602
41,Female,Medium,Working Professional,4,Occasionally,4,3,4,1,4,Home Products,2,5,4,3,5,4.92172455559396
29,Female,Low,Student,1,Rarely,2,5,3,4,3,Food,3,2,2,5,3,3.1129433797649746
35,Female,High,Student,1,Rarely,2,4,1,3,3,Fashion,4,2,1,3,5,1.0
20,Male,Medium,Student,4,Occasionally,5,5,3,3,3,Fashion,4,4,4,4,3,4.347342134664602
18,Male,Medium,Working Professional,2,Rarely,2,2,1,3,3,Home Products,4,5,4,4,2,1.0233673005855957
18,Female,Medium,Working Professional,2,Occasionally,2,5,2,3,2,Home Products,4,2,2,5,2,3.618314904305884
36,Male,Medium,Working Professional,5,Occasionally,3,4,2,4,2,Fashion,3,5,3,3,4,3.552870954889572
28,Female,High,Working Professional,3,Rarely,4,2,2,1,4,Food,2,5,3,5,2,2.5790554474608123
22,Female,Low,Student,3,Occasionally,5,3,4,3,3,Personal Care,4,3,1,3,2,2.481382055226233
29,Male,Low,Student,5,Frequently,5,2,2,5,4,Personal Care,4,3,4,3,3,3.0083896021684184
20,Male,Medium,Student,3,Occasionally,2,4,1,1,1,Personal Care,2,3,3,4,4,2.5835067266813105
18,Male,Low,Working Professional,1,Rarely,3,4,2,5,3,Food,5,3,1,5,2,1.0
18,Male,Low,Student,1,Rarely,2,5,1,4,3,Fashion,5,5,4,5,5,1.30781339088578
25,Female,Medium,Student,4,Occasionally,2,3,3,3,4,Fashion,2,4,1,4,4,1.148318807509229
27,Male,Low,Working Professional,4,Frequently,5,4,4,1,4,Fashion,4,4,2,4,2,2.7703061642150324
28,Female,Medium,Student,5,Rarely,2,4,3,3,1,Home Products,2,4,1,5,4,3.4145521953192297
29,Male,Low,Student,5,Rarely,2,3,3,3,4,Food,4,5,2,4,2,2.3037487781529644
30,Other,High,Working Professional,5,Occasionally,3,3,2,1,3,Personal Care,4,4,4,3,3,2.3454798453657966
29,Male,Medium,Student,1,Occasionally,5,5,2,3,2,Fashion,5,5,4,5,4,1.0
31,Male,Medium,Student,3,Rarely,4,2,2,3,1,Fashion,5,2,4,5,4,1.1239538374016016
19,Male,Medium,Working Professional,5,Frequently,3,3,3,2,1,Home Products,4,4,1,4,2,2.540557342845411
36,Female,High,Working Professional,5,Rarely,3,4,4,2,3,Fashion,4,5,4,3,4,4.485859231336932
35,Female,Low,Working Professional,1,Occasionally,3,3,4,1,2,Food,4,2,4,5,2,1.0
20,Female,High,Student,1,Occasionally,5,4,3,1,4,Fashion,5,3,2,5,5,2.6947642919753743
40,Male,Medium,Student,1,Occasionally,2,5,4,3,4,Fashion,4,2,4,3,4,1.7071193004341583
34,Male,Medium,Working Professional,3,Rarely,4,2,3,5,2,Fashion,2,2,4,4,4,2.722639251928968
43,Female,Medium,Student,5,Occasionally,5,5,3,5,2,Food,3,4,4,4,3,3.924877658457566
25,Male,Low,Student,2,Rarely,2,3,4,3,3,Home Products,3,3,3,4,3,1.6079775449185603
43,Male,Medium,Working Professional,2,Rarely,3,4,1,5,4,Food,4,3,4,4,4,2.482098744665283
27,Other,Medium,Student,5,Occasionally,5,3,1,2,3,Personal Care,2,4,1,3,3,2.422936296970601
43,Other,Low,Student,5,Occasionally,2,3,2,1,4,Fashion,4,2,2,3,4,3.291205549852833
19,Female,Medium,Student,5,Rarely,4,3,4,3,4,Home Products,2,5,4,5,2,1.3060309588185763
36,Female,Low,Student,5,Rarely,4,3,2,2,2,Home Products,5,4,1,5,4,2.9641938384568376
26,Male,Low,Student,3,Frequently,2,2,3,4,3,Home Products,5,2,2,3,4,1.0
24,Male,Low,Student,2,Frequently,5,4,1,2,2,Personal Care,4,5,2,5,5,1.777899532921439
21,Female,Low,Working Professional,4,Rarely,3,3,4,3,3,Fashion,5,4,1,3,3,3.072393209424738
43,Female,Medium,Working Professional,2,Occasionally,2,4,4,5,4,Fashion,4,4,1,4,3,2.0285119083349095
38,Male,Low,Student,2,Occasionally,3,2,4,4,1,Home Products,3,3,3,3,5,2.1690273953698265
35,Male,High,Student,1,Occasionally,4,4,1,4,1,Home Products,2,3,3,3,2,1.8797406503419818
30,Male,Medium,Student,5,Frequently,2,4,2,4,3,Food,2,3,4,5,2,1.0
28,Female,Low,Student,5,Rarely,4,2,1,1,3,Personal Care,3,5,3,3,2,2.5710247528512635
41,Female,Medium,Working Professional,5,Occasionally,3,3,2,3,2,Food,3,4,1,4,5,3.4058805023236607
21,Female,High,Working Professional,1,Occasionally,3,4,3,4,4,Personal Care,3,3,3,4,4,2.1926885081259666
42,Male,Medium,Working Professional,3,Occasionally,2,5,3,2,1,Fashion,3,3,2,5,2,3.296694782794419
38,Other,Low,Student,3,Occasionally,2,4,2,5,2,Food,5,4,1,5,2,1.6140910312005337
42,Female,High,Student,4,Frequently,2,3,3,3,3,Home Products,2,5,4,3,5,1.6180727364703147
21,Male,Medium,Student,3,Rarely,4,5,3,2,4,Home Products,2,3,2,5,3,1.0
27,Male,Low,Student,3,Rarely,3,3,4,1,2,Home Products,3,2,2,4,5,3.0626472844452604
22,Male,Low,Working Professional,5,Rarely,3,4,4,4,2,Personal Care,4,5,2,5,3,2.3008545741144513
26,Male,Medium,Working Professional,2,Frequently,4,2,1,2,3,Home Products,4,3,1,5,2,1.0
41,Other,Low,Student,3,Occasionally,2,3,1,3,4,Food,4,2,1,4,2,2.262728045374647
20,Male,High,Working Professional,3,Occasionally,5,3,1,2,1,Personal Care,4,3,4,3,4,4.019553459647886
34,Female,Medium,Student,1,Rarely,2,2,4,1,2,Home Products,5,5,3,3,4,1.9672701456500195
20,Male,High,Student,4,Frequently,5,4,1,5,3,Home Products,2,4,3,5,3,3.1749225344428735
33,Male,Medium,Student,1,Frequently,5,3,1,4,2,Fashion,2,4,3,4,2,2.5334043045215497
21,Male,Low,Student,5,Occasionally,4,4,4,3,3,Personal Care,2,5,3,4,2,1.0
35,Male,Low,Student,2,Rarely,3,4,2,4,3,Fashion,4,3,2,4,5,3.2211612446841134
34,Male,Medium,Working Professional,4,Rarely,3,4,4,4,3,Home Products,3,5,1,3,2,1.3082630938595357
24,Female,Medium,Working Professional,1,Occasionally,3,2,2,4,4,Food,4,2,3,4,2,1.0
41,Female,Medium,Student,3,Occasionally,3,4,4,2,1,Home Products,2,3,2,4,5,1.7288974369868266
40,Female,Low,Student,3,Rarely,4,4,1,2,4,Fashion,4,5,1,3,5,2.14323535380934
22,Male,Low,Working Professional,5,Occasionally,5,5,3,5,1,Home Products,3,4,1,4,2,4.2004077301953
29,Male,Low,Working Professional,3,Rarely,3,5,3,1,3,Food,3,5,1,3,4,3.1438331667430304
34,Male,Medium,Working Professional,1,Occasionally,5,5,2,3,1,Personal Care,4,3,2,5,4,1.5214958262245735
40,Female,Low,Student,1,Occasionally,4,3,2,2,4,Food,2,5,3,5,2,1.1728475424076112
30,Male,Medium,Working Professional,3,Rarely,2,3,2,4,2,Home Products,5,4,1,5,4,3.7943697075532308
40,Male,Medium,Student,3,Occasionally,4,5,3,1,4,Fashion,2,2,2,5,5,3.253035326110899
42,Female,High,Working Professional,5,Rarely,3,2,2,3,4,Fashion,5,5,1,5,4,1.768175719551405
20,Male,Medium,Student,2,Rarely,2,2,4,3,4,Home Products,2,5,4,3,2,1.0
26,Male,Low,Working Professional,4,Frequently,4,5,4,3,4,Home Products,4,2,4,3,4,1.1243058309628189
34,Male,Medium,Student,1,Rarely,4,3,3,3,4,Food,5,5,2,3,2,1.0
34,Female,Medium,Student,4,Rarely,5,3,4,5,1,Home Products,2,4,3,4,4,2.395837877965425
37,Female,Medium,Student,3,Rarely,4,2,2,3,1,Personal Care,4,2,3,5,2,3.609413982149168
33,Male,High,Student,1,Rarely,2,4,3,1,2,Fashion,2,4,1,4,2,2.116074445091739
42,Male,High,Working Professional,5,Rarely,4,2,2,2,4,Home Products,3,4,3,4,4,3.874061046421575
39,Other,Low,Working Professional,5,Rarely,3,4,4,1,4,Fashion,3,4,3,4,4,3.5657745681915642
30,Female,Low,Working Professional,4,Occasionally,5,3,2,4,2,Home Products,2,3,4,5,5,1.0
44,Male,Medium,Student,4,Rarely,2,3,3,5,2,Fashion,4,2,2,4,3,1.8248560773823195
36,Female,Medium,Working Professional,3,Occasionally,2,5,2,5,3,Fashion,2,3,4,5,2,2.2676230044314694
34,Male,Low,Working Professional,3,Rarely,4,3,4,4,2,Personal Care,4,3,2,5,2,1.779901547091699
21,Female,Medium,Student,4,Rarely,3,4,1,1,2,Personal Care,5,5,1,5,2,2.3940243857183496
29,Female,Medium,Student,3,Rarely,5,2,3,1,2,Home Products,3,2,4,4,2,2.4517324777146157
26,Male,Low,Working Professional,1,Frequently,2,5,2,4,3,Fashion,5,5,2,5,4,1.0
36,Other,Medium,Working Professional,5,Occasionally,5,4,3,3,1,Food,4,3,3,5,4,1.8678354126039147
29,Female,High,Working Professional,5,Occasionally,4,2,2,3,3,Home Products,2,5,2,3,3,5.0
26,Female,Low,Student,4,Rarely,3,2,1,2,1,Personal Care,3,4,3,4,2,1.0
24,Male,Medium,Student,2,Frequently,4,2,4,1,2,Personal Care,4,3,1,3,3,1.0
31,Male,Medium,Student,5,Rarely,5,3,2,1,3,Home Products,4,4,3,3,5,2.679666469672144
37,Male,High,Working Professional,3,Rarely,4,2,2,4,3,Fashion,3,2,2,4,3,2.159128463373285
36,Female,High,Working Professional,1,Occasionally,5,3,1,4,1,Food,2,5,4,3,3,2.4611852419412075
43,Male,Medium,Student,2,Rarely,2,2,3,3,3,Home Products,3,3,2,5,5,1.0
32,Female,Medium,Working Professional,5,Frequently,2,2,4,1,3,Fashion,2,2,4,3,5,2.3965823346920794
33,Female,Medium,Student,5,Rarely,4,3,2,1,4,Home Products,2,4,2,3,3,2.555394179234322
38,Male,Medium,Working Professional,5,Frequently,2,3,2,5,1,Personal Care,4,5,2,5,5,1.8902922789921193
22,Female,Low,Student,3,Occasionally,5,4,4,2,3,Fashion,2,5,1,3,3,2.5067414532043264
20,Male,Low,Student,2,Occasionally,2,2,1,2,3,Food,2,3,3,5,4,1.0
29,Other,Low,Student,4,Rarely,3,3,3,3,2,Fashion,3,5,2,4,4,1.45086839616737
42,Male,Medium,Student,3,Rarely,3,4,4,1,4,Home Products,3,5,4,3,3,1.0
37,Male,Low,Student,4,Frequently,4,4,3,5,4,Food,2,4,3,4,5,1.0784666979107902
44,Male,High,Student,5,Rarely,4,3,1,1,2,Fashion,4,4,1,3,5,3.0235643799616847
38,Male,Low,Student,2,Occasionally,4,2,1,4,2,Personal Care,3,4,3,5,4,1.0
21,Female,Low,Working Professional,3,Frequently,4,4,4,3,2,Fashion,5,2,2,3,4,1.9632946791207122
38,Female,Medium,Student,1,Rarely,5,2,2,2,2,Fashion,4,2,4,4,5,1.5447428740475417
40,Female,Medium,Student,3,Occasionally,5,2,1,1,4,Fashion,3,5,4,5,5,1.0
33,Male,Low,Student,3,Occasionally,3,4,1,3,3,Food,3,2,3,5,5,1.2284666211082937
42,Male,Medium,Working Professional,4,Rarely,5,3,4,2,3,Food,5,3,4,4,5,2.0969845608832216
24,Male,High,Student,4,Rarely,2,2,4,1,2,Home Products,2,4,2,4,3,2.1797388047357225
30,Female,Low,Working Professional,3,Occasionally,3,5,4,5,1,Personal Care,3,2,4,3,5,3.0452242922663433
38,Female,Medium,Working Professional,1,Rarely,4,3,1,3,2,Food,5,5,4,3,4,1.5472140841986028
27,Male,High,Student,2,Occasionally,4,4,3,1,3,Home Products,5,4,4,5,4,3.5595875737502025
43,Male,Low,Student,2,Rarely,5,5,1,2,1,Personal Care,3,2,2,4,2,2.4775273576703247
24,Female,Medium,Student,5,Frequently,3,2,4,2,2,Personal Care,4,4,1,4,5,2.771242209181607
31,Female,Medium,Student,5,Rarely,5,3,2,5,1,Fashion,3,2,4,3,3,2.666797145782504
43,Female,Medium,Working Professional,2,Occasionally,5,5,2,3,2,Food,5,5,1,3,2,4.911438914040573
22,Female,Low,Working Professional,3,Occasionally,5,3,4,3,4,Home Products,3,2,3,5,2,2.2476489900588255
20,Male,Low,Student,3,Rarely,3,2,2,1,3,Home Products,4,2,3,4,3,2.7824785968570582
40,Male,Medium,Student,3,Rarely,4,3,1,2,2,Home Products,2,2,2,4,2,2.8027240028633784
28,Female,Low,Working Professional,4,Occasionally,2,5,3,2,1,Home Products,2,4,2,4,2,3.525614152071383
28,Female,Medium,Working Professional,5,Frequently,4,3,1,5,3,Fashion,3,2,2,4,4,2.9321474350412884
35,Male,Medium,Student,2,Rarely,3,4,4,5,2,Home Products,3,2,2,3,2,1.6407398437940441
32,Female,Medium,Student,3,Occasionally,4,4,1,3,2,Food,5,2,1,3,3,1.1583503369876496
29,Female,High,Student,2,Rarely,4,5,2,2,2,Fashion,4,4,2,3,5,1.346449823469545
26,Female,Medium,Working Professional,1,Rarely,2,3,1,1,2,Food,5,5,1,5,5,1.0
27,Female,Low,Student,2,Occasionally,4,5,3,4,4,Personal Care,5,5,4,4,5,1.7074856766895672
43,Male,High,Student,1,Frequently,4,3,2,1,3,Personal Care,2,5,4,3,4,2.01114624892778
29,Female,Low,Working Professional,4,Rarely,4,2,3,5,4,Home Products,5,2,3,4,4,1.186268636946473
34,Female,Low,Working Professional,4,Frequently,5,4,3,1,3,Food,5,4,3,3,4,1.3227981887456537
23,Female,Medium,Working Professional,5,Rarely,3,2,3,2,2,Personal Care,2,5,1,5,3,3.427375261178408
24,Female,Medium,Student,2,Occasionally,3,3,1,3,3,Home Products,2,5,2,3,5,1.9473047433152018
31,Female,Medium,Student,2,Occasionally,2,2,1,4,1,Personal Care,4,5,3,5,3,1.0
30,Male,Low,Working Professional,1,Occasionally,5,5,1,3,3,Home Products,4,3,1,4,3,3.453858319514411
25,Female,Medium,Student,4,Occasionally,5,5,1,4,1,Fashion,4,4,3,3,2,2.0963388761618726
27,Female,Low,Student,1,Rarely,4,3,2,4,1,Fashion,3,3,2,3,5,1.1691000853793403
26,Female,High,Student,4,Occasionally,3,4,1,2,4,Fashion,2,2,1,3,2,2.659542730104831
35,Female,Low,Student,2,Occasionally,2,5,2,2,3,Personal Care,3,5,3,4,4,1.0848306518364663
44,Female,High,Student,4,Rarely,5,4,3,5,2,Personal Care,3,2,2,5,4,1.7043361318718189
43,Male,Medium,Working Professional,1,Frequently,4,3,2,5,3,Home Products,4,4,1,5,3,1.9747699901289242
19,Female,High,Working Professional,5,Rarely,2,4,4,4,4,Personal Care,2,2,1,3,3,2.084008819132155
22,Male,Medium,Working Professional,1,Occasionally,5,3,1,5,1,Fashion,3,2,1,4,2,2.024016105433433
22,Male,Medium,Student,2,Rarely,2,2,4,2,1,Fashion,5,5,4,5,2,1.0
23,Female,Medium,Student,5,Rarely,5,3,2,5,4,Fashion,5,4,1,5,3,3.4299788488789846
36,Female,Low,Student,1,Rarely,2,2,1,4,4,Personal Care,2,2,3,5,5,1.0
25,Male,Low,Working Professional,5,Occasionally,5,3,4,3,3,Fashion,3,3,1,5,3,3.247219522260609
33,Male,High,Student,2,Occasionally,5,5,1,1,1,Personal Care,4,5,1,5,5,4.879588009773103
30,Female,High,Working Professional,2,Rarely,2,5,2,5,4,Personal Care,3,3,1,3,2,2.0520780663440266
18,Male,Medium,Working Professional,4,Rarely,5,4,4,2,3,Home Products,5,5,1,3,4,3.439219318015735
39,Male,Low,Student,5,Rarely,5,3,2,3,3,Home Products,5,2,1,3,4,4.350495750613998
37,Male,Medium,Student,3,Occasionally,5,3,4,2,2,Personal Care,4,5,4,5,2,2.0303387519812284
34,Male,Medium,Working Professional,4,Occasionally,2,3,3,5,1,Fashion,2,2,2,5,2,1.8906455403729832
24,Male,Medium,Working Professional,5,Rarely,2,4,3,4,3,Personal Care,3,3,4,5,4,1.268148436215078
42,Male,Medium,Student,1,Rarely,5,5,3,1,4,Fashion,5,2,3,3,5,2.2382532468359946
30,Male,High,Student,1,Occasionally,5,3,3,1,1,Fashion,3,5,2,5,2,3.790716196856158
21,Female,Low,Working Professional,2,Rarely,2,4,3,3,4,Home Products,4,5,3,3,5,1.6736644514929648
21,Female,Medium,Student,3,Rarely,4,3,2,5,4,Fashion,4,5,1,5,5,3.9071663054830377
23,Female,Medium,Student,1,Rarely,5,2,3,4,3,Food,2,3,3,3,4,1.2973923130760756
36,Male,Medium,Student,5,Occasionally,4,3,2,2,3,Fashion,4,4,4,4,5,4.1208025977402585
29,Male,Low,Student,5,Occasionally,2,2,3,4,2,Home Products,2,3,4,5,4,1.7517270113625303
39,Female,Low,Student,1,Occasionally,5,4,1,3,4,Home Products,3,2,1,5,2,2.1337837653076024
24,Male,High,Student,5,Rarely,4,4,3,3,3,Personal Care,5,2,1,3,3,2.924191495536512
44,Male,Medium,Student,5,Occasionally,2,5,1,1,2,Personal Care,5,3,2,5,3,3.2605741523214826
27,Female,Medium,Student,2,Rarely,4,3,2,4,1,Home Products,2,3,4,3,3,1.3411308446425023
43,Female,High,Working Professional,3,Frequently,3,4,3,2,2,Food,5,2,4,3,3,1.0
36,Male,Medium,Working Professional,5,Occasionally,2,5,4,4,2,Personal Care,2,2,2,4,3,1.3642900324756109
24,Male,Low,Working Professional,3,Occasionally,3,3,2,2,4,Fashion,2,2,4,4,3,2.1324075386427834
20,Female,Medium,Working Professional,5,Rarely,2,4,3,2,1,Personal Care,3,4,2,5,5,4.13486643543509
30,Male,Medium,Student,3,Rarely,2,2,2,4,4,Fashion,3,4,4,5,5,1.0
30,Female,Medium,Student,5,Occasionally,5,4,4,5,4,Food,4,3,3,3,3,4.417353400843101
35,Female,Medium,Working Professional,5,Occasionally,3,2,3,4,2,Home Products,2,3,3,3,2,3.048266038910654
43,Other,Medium,Student,2,Rarely,3,5,4,2,2,Fashion,3,4,2,3,2,2.7856162422128525
37,Male,Medium,Student,2,Frequently,3,5,3,3,3,Personal Care,2,5,2,3,5,2.0542495631858353
25,Female,High,Working Professional,4,Frequently,2,3,1,3,2,Fashion,2,4,1,5,5,1.0
26,Female,Low,Student,1,Occasionally,3,3,2,1,3,Food,2,3,4,4,3,3.550816508694874
24,Male,Low,Student,4,Frequently,3,3,4,3,4,Food,3,4,3,5,2,3.3346419122167834
18,Male,Medium,Working Professional,4,Rarely,5,5,2,5,2,Fashion,2,5,1,5,4,2.9507778667291227
20,Female,Low,Working Professional,3,Rarely,4,2,4,2,1,Personal Care,2,3,4,5,3,2.385665143105088
30,Male,Low,Student,5,Rarely,4,3,2,4,1,Food,4,2,3,4,5,2.3911848069274226
42,Male,High,Working Professional,5,Occasionally,3,3,2,4,4,Fashion,2,3,4,5,5,2.7943986430210743
34,Male,High,Working Professional,5,Rarely,3,5,2,5,4,Personal Care,4,4,2,4,5,2.3556454559074282
42,Female,Medium,Working Professional,1,Frequently,3,2,1,3,2,Personal Care,2,4,3,3,4,1.3079015711101163
41,Female,Low,Student,3,Rarely,3,4,3,2,3,Fashion,4,5,3,5,2,2.6379985914318533
18,Female,Low,Student,3,Rarely,4,3,1,3,2,Fashion,3,4,1,3,5,4.5303034135313
23,Male,Low,Working Professional,5,Frequently,5,4,2,1,3,Food,3,5,4,3,3,2.689816598684799
38,Male,Low,Working Professional,4,Rarely,2,4,4,5,2,Home Products,5,3,2,3,4,2.159974490252009
23,Female,High,Working Professional,1,Rarely,3,3,2,1,1,Personal Care,2,4,2,5,2,2.8274452091146127
43,Male,Low,Student,4,Occasionally,3,5,3,4,1,Personal Care,5,3,4,3,3,3.12667660122023
29,Male,Medium,Student,2,Rarely,4,3,1,2,3,Home Products,5,2,4,5,3,2.677445787072166
30,Female,Low,Working Professional,3,Rarely,3,2,3,1,2,Personal Care,4,2,2,3,4,5.0
30,Other,High,Student,3,Rarely,5,2,4,3,4,Fashion,3,5,4,5,4,3.2879084936474214
32,Female,Medium,Student,4,Occasionally,5,3,3,3,3,Fashion,2,4,1,5,4,2.075232790691033
38,Female,High,Student,1,Frequently,3,4,1,4,1,Home Products,2,3,4,5,5,1.0
33,Other,Medium,Student,3,Frequently,4,2,4,5,3,Fashion,4,3,1,3,2,1.4616665278115224
39,Male,Medium,Working Professional,4,Rarely,3,2,3,5,2,Fashion,5,4,1,5,5,1.0637686700506892
38,Female,Low,Working Professional,1,Rarely,3,3,1,3,4,Personal Care,4,3,4,3,4,1.279340762765849
28,Other,Medium,Student,4,Occasionally,4,3,1,5,4,Fashion,5,4,3,4,4,2.3379981206959357
22,Male,Medium,Student,1,Frequently,5,5,2,2,3,Food,2,4,3,3,4,2.673383433570556
21,Female,Medium,Working Professional,5,Rarely,2,3,3,5,2,Home Products,4,2,1,3,5,1.0
20,Female,Low,Student,1,Rarely,3,3,4,2,2,Fashion,5,4,4,5,3,1.0
36,Female,Low,Student,2,Occasionally,5,2,2,3,4,Fashion,4,3,1,3,4,2.6160123205149963
37,Female,Medium,Working Professional,5,Frequently,3,2,3,3,1,Home Products,3,4,4,4,5,3.843631355346747
42,Female,Medium,Student,4,Rarely,2,2,3,3,2,Personal Care,4,2,4,5,4,1.1962942238810417
35,Female,Medium,Working Professional,5,Rarely,4,4,4,4,4,Home Products,2,2,2,3,5,2.301155875922538
32,Male,Low,Student,5,Rarely,5,2,2,5,4,Home Products,4,5,3,3,2,2.3108508856910066
26,Female,Medium,Student,4,Rarely,2,2,2,1,2,Personal Care,2,3,3,5,2,3.7246546756400862
34,Male,Low,Student,4,Occasionally,3,3,4,1,2,Food,2,4,2,5,5,2.553716174339233
31,Male,Low,Working Professional,1,Occasionally,2,5,2,3,3,Personal Care,4,3,2,3,4,1.0
32,Male,Medium,Student,4,Occasionally,5,2,1,5,1,Personal Care,4,3,2,3,5,3.887638904716993
18,Male,Low,Student,3,Rarely,4,5,4,2,3,Home Products,4,4,1,5,2,3.391638705037868
38,Male,Low,Working Professional,3,Rarely,3,2,3,1,3,Food,3,2,1,5,5,1.0
39,Female,Medium,Student,2,Rarely,4,2,4,3,4,Home Products,3,3,1,4,2,1.0888073652290453
39,Female,Low,Student,1,Rarely,4,5,1,1,4,Home Products,5,5,1,4,2,1.5044161332769377
20,Female,Low,Student,1,Occasionally,2,3,4,1,1,Personal Care,4,3,1,4,3,1.0910542271122805
33,Male,Low,Working Professional,3,Rarely,2,2,3,1,3,Personal Care,5,2,3,5,4,3.187107937933394
